15822,8208.007111173869
15823,16508.7430867426
15824,25594.110052321346
15825,6474.97832828963
15827,17133.71864819806
15828,8739.689710127994
15829,8206.594154298626
15830,10110.366454882775
15831,6618.019515758133
15832,10936.776093117005
15833,29059.904375951402
15834,7156.595368002144
15836,16245.290410225754
15838,12346.845380701297
15840,8247.479901173963
15841,16571.476627992753
15842,25645.565653571473
15843,6525.729058289753
15844,17165.437854448144
15845,8722.06792887795
15846,8189.677244298585
15847,10115.300553632787
15848,10924.088410616974
15849,6588.414923258061
15850,20193.267671724447
15851,7160.119724252152
15852,17154.86478569812
15853,8474.16002588092
15854,16266.436547725807
15855,12337.682054451274
15856,6536.975821020483
15857,20215.00907679041
15858,16569.362014242746
15859,25656.843593571502
15860,6520.794959539741
15861,8739.689710127994
15862,10118.824909882795
15863,8239.021446173943
15864,8346.735609596539
15865,19345.00059598968
15866,8193.906471798595
15867,6555.07683740188
15868,20214.413809224498
15869,10941.710191867016
15870,29062.72386095141
15871,7172.102535502181
15873,20571.785893077897
15874,19366.14673348974
15875,20244.613669290484
15876,16579.93508299277
15877,25673.760503571546
15878,10960.036844367061
15879,8360.833034596573
15880,8757.311491378037
15881,18285.482136633218
15882,20278.44748929057
15883,8231.969519298687
15884,10151.953858632876
15885,8225.62889242391
15887,6538.416740789785
15888,20207.365096724476
15889,29048.626435951373
15890,7175.62689175219
15891,17177.42066569817
15892,8454.423630880872
15893,19359.80289223972
15894,6640.575395758188
15895,20232.035590474537
15897,8745.328680128008
15898,8208.708768048631
15899,10961.446586867065
15900,6560.941443520541
15901,19355.573664739713
15902,20216.41881929042
15903,8291.181918674072
15904,16600.376349242826
15905,25701.95535357161
15906,6566.611590789854
15907,7215.804553002288
15908,17216.89345569827
15909,8498.830519630981
15910,12357.418449451323
15912,8261.577326174
15913,16596.14712174281
15914,6646.214365758203
15915,29088.80409720147
15916,17211.959356948253
15918,20273.51339054056
15919,8241.837716798713
15920,10157.59282863289
15921,25711.118679821637
15922,6583.528500789896
15923,8523.50101338104
15924,8402.420438346675
15925,12383.498685701386
15926,6680.048185758285
15927,20284.196062974668
15928,10998.099891867154
15929,8248.848823278955
15930,8259.462712423994
15932,8778.457628878088
15933,12365.876904451343
15934,8224.21593554867
15935,10129.397978632822
15936,29082.46025595146
15937,7205.936355502265
15939,6534.187513289774
15940,17214.77884194826
15941,8379.159687096619
15942,8767.884560128063
15943,10187.902292382965
15944,10947.34916186703
15945,19380.94902973977
15947,20266.46467804054
15949,16607.42506174284
15950,25694.906641071597
15951,6688.506640758306
15952,20286.31067672467
15953,7201.002256752252
15954,8541.122794631083
15955,12401.825338201432
15957,8319.376768674141
15958,6587.052857039904
15959,11008.672960617181
15960,29134.620728451584
15961,7239.770175502347
15962,16313.662921475923
15963,8784.096598878103
15964,19395.046454739808
15965,10130.807721132825
15966,16681.436542993022
15967,25759.754796071757
15968,6730.79891575841
15969,20342.70037672481
15970,16676.502444243008
15971,8578.480970881175
15972,12468.788106951595
15973,20386.292790540836
15974,8346.86353304897
16239,8815.782807103085
16240,6564.325018817166
16241,6520.058911020441
16243,6576.8017434553
16244,4450.619366059221
16246,6376.430705492296
16247,8567.46766663901
16248,8341.096639596526
16249,13067.823785974024
16252,6512.079691151775
16253,8506.281434467004
16255,9258.661698819065
16256,9376.610476813716
16257,16256.568350225783
16258,7726.994995049281
16259,8341.096639596526
16260,8331.2284420965
16261,8863.714052103203
16262,6601.683195067258
16264,3286.1668015045957
16265,6528.517366020462
16266,6580.3260997053085
16267,4459.077821059242
16268,8421.540031637223
16269,6416.2534135518745
16270,8551.960499138971
16271,13081.216339724057
16272,5162.925144094793
16273,20185.51408797442
16274,8526.722700717055
16275,10425.25180488672
16276,9250.203243819045
16277,9350.530240563652
16278,4459.077821059242
16279,16246.700152725758
16280,6386.298902992319
16281,8347.44048084654
16282,15966.711661537654
16283,8876.401734603234
16284,6554.597602270525
16285,8338.982025846519
16286,9252.317857569049
16287,8424.35951663723
16288,7767.877527549381
16289,6448.677491051953
16290,8571.696894139019
16291,6597.947880955352
16292,13093.904022224087
16293,6431.870184735998
16294,15964.597047787649
16295,5185.481024094848
16296,6589.700383817229
16297,20198.201770474458
16298,6536.270949770481
16299,6392.642744242335
